3409 3409      #   type=2000 audit(0.0:1): initialized
3409 3409  auditd type=2000 audit(0.0:1): initialized 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=817 hi=817, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=5e hi=5e, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=80 subsys_id=12 lo=80a hi=80a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=80 subsys_id=12 lo=811 hi=811, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6f lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6f lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6f lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=32 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=32 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=32 lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=51 hi=51, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=1d hi=1d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=1c hi=1c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=46 hi=46, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=67 hi=67, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=02 hi=05, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=0b hi=0e, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=09 hi=0a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=0f hi=10, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=12 lo=11 hi=12, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=59 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:2) 
0 0  diag In diag_send_peripheral_buffering_mode, buffering flag not set for 0 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=06 hi=06, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=09 hi=09, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=0f hi=0f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=0d hi=0d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=13 hi=13, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=55 lo=14 hi=14, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=06 hi=06, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=09 hi=09, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0b hi=0b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0c hi=0c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0d hi=0d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0e hi=0e, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=6a lo=0f hi=0f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=44 lo=7000 hi=7fff, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=64 lo=00 hi=ffff, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=20 hi=20, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=28 hi=28, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=27 hi=27, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=0b hi=0b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3a hi=3a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=31 hi=31, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3d hi=3d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=11 hi=11, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3b hi=3b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=32 hi=32, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3e hi=3e, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=15 hi=15, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=38 hi=38, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=39 hi=39, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=09 hi=09, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=0d hi=0d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3c hi=3c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=33 hi=33, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=3f hi=3f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=10 hi=10, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=1b hi=1b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=8000 hi=8000, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=12 hi=12, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=14 hi=14, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=1d hi=1d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=1e hi=1e, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=23 hi=23, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=2f hi=2f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=30 hi=30, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=41 hi=41, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=42 hi=42, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=22 hi=22, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=25 hi=25, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=1f hi=1f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=21 hi=21, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=24 hi=24, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=2a hi=2a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=2b hi=2b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=63 hi=63, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=64 hi=64, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=2c hi=2c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0b lo=8001 hi=8001, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=0a lo=00 hi=ffff, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=e4 hi=e4, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1d lo=e2 hi=e2, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=0c hi=0c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=70 hi=70, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=1a hi=1a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=1b hi=1b, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=62 hi=62, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=43 hi=43, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=24 hi=24, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=72 hi=72, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=71 hi=71, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=19 hi=19, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=2d hi=2d, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=2c hi=2c, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=3f hi=3f, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=40 hi=40, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=5a hi=5a, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=63 hi=63, peripheral[0] pid=-1(kworker/u8:1) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=ff lo=77 hi=77, peripheral[0] pid=-1(kworker/u8:1) 
0 0  init Created socket '/dev/socket/ims_qmid', mode 660, user 1000, group 1001 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=44 lo=4000 hi=4000, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=44 lo=4001 hi=5fff, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1b lo=06 hi=06, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1b lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=1b lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=0c hi=0c, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=0d hi=0d, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=0e hi=0e, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=0f hi=0f, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=15 hi=15, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=18 hi=18, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=17 hi=17, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=1a hi=1a, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=1b hi=1b, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=1e hi=1e, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=23 hi=23, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=57 lo=2d hi=2d, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=60 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=3c lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=3c lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f1 hi=f1, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f2 hi=f2, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f3 hi=f3, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f4 hi=f4, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f5 hi=f5, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f6 hi=f6, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f8 hi=f8, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=f9 hi=f9, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=fa hi=fa, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=2f lo=fc hi=fc, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=80 subsys_id=2f lo=fb hi=fb, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=09 hi=09, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=0b hi=0b, peripheral[0] pid=-1(kworker/u8:6) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=08 lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=00 hi=00, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=09 hi=09, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=0a hi=0a, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=09 lo=0b hi=0b, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=01 hi=01, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=02 hi=02, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=03 hi=03, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=0f hi=0f, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=04 hi=04, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=05 hi=05, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=06 hi=06, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=07 hi=07, peripheral[0] pid=-1(kworker/u8:0) 
0 0   @ diag_cmd_add_reg, registering cmd=ff subsys_id=5b lo=08 hi=08, peripheral[0] pid=-1(kworker/u8:0) 
